      3702.85  1.10485e-13
      3704.32  1.12647e-13
      3705.79  1.11591e-13
      3707.26  1.18156e-13
      3708.73  1.23836e-13
      3710.21  1.12872e-13
      3711.68  1.13637e-13
      3713.15  1.11298e-13
      3714.62  1.11248e-13
      3716.09  1.14207e-13
      3717.56  1.17702e-13
      3719.03  1.13464e-13
      3720.50  1.10830e-13
      3721.97  1.04479e-13
      3723.44  1.12636e-13
      3724.91  1.15754e-13
      3726.38  1.17916e-13
      3727.85  1.20824e-13
      3729.32  1.18568e-13
      3730.80  1.18187e-13
      3732.27  1.22412e-13
      3733.74  1.23630e-13
      3735.21  1.32821e-13
      3736.68  1.16255e-13
      3738.15  1.18901e-13
      3739.62  1.22821e-13
      3741.09  1.41341e-13
      3742.56  1.42827e-13
      3744.03  1.37452e-13
      3745.50  1.41707e-13
      3746.97  1.27053e-13
      3748.44  1.34870e-13
      3749.91  1.38640e-13
      3751.39  1.35487e-13
      3752.86  1.31696e-13
      3754.33  1.39178e-13
      3755.80  1.37565e-13
      3757.27  1.31640e-13
      3758.74  1.32541e-13
      3760.21  1.36331e-13
      3761.68  1.26063e-13
      3763.15  1.24698e-13
      3764.62  1.26026e-13
      3766.09  1.18348e-13
      3767.56  1.24989e-13
      3769.03  1.25592e-13
      3770.50  1.29580e-13
      3771.97  1.22927e-13
      3773.45  1.21727e-13
      3774.92  1.22322e-13
      3776.39  1.25070e-13
      3777.86  1.18656e-13
      3779.33  1.22825e-13
      3780.80  1.20042e-13
      3782.27  1.20919e-13
      3783.74  1.21312e-13
      3785.21  1.12950e-13
      3786.68  1.09938e-13
      3788.15  1.15827e-13
      3789.62  1.16046e-13
      3791.09  1.04879e-13
      3792.56  1.22340e-13
      3794.04  1.25729e-13
      3795.51  1.10567e-13
      3796.98  1.17002e-13
      3798.45  1.16714e-13
      3799.92  1.16605e-13
      3801.39  1.16626e-13
      3802.86  1.14568e-13
      3804.33  1.15560e-13
      3805.80  1.15206e-13
      3807.27  1.10287e-13
      3808.74  1.14799e-13
      3810.21  1.14063e-13
      3811.68  1.03350e-13
      3813.15  1.13784e-13
      3814.63  1.14888e-13
      3816.10  1.14461e-13
      3817.57  1.20300e-13
      3819.04  1.14732e-13
      3820.51  1.14234e-13
